date,5-day,10-day,20-day,30-day,Close
2020-01-02,0.5459770151691772,0.5459770151691772,0.5459770151691772,0.5459770151691772,0.5459770151691772
2020-01-03,0.5431034545757323,0.5431034545757323,0.5431034545757323,0.5431034545757323,0.5402298939822874
2020-01-06,0.5416666780851814,0.5416666780851814,0.5416666780851814,0.5416666780851814,0.5387931251040797
2020-01-07,0.5440613195253954,0.5440613195253954,0.5440613195253954,0.5440613195253954,0.5512452438460371
2020-01-08,0.5409003983052001,0.5409003983052001,0.5409003983052001,0.5409003983052001,0.5282567134244189
2020-01-09,0.5384099836916204,0.5396711556045466,0.5396711556045466,0.5396711556045466,0.533524942101279
2020-01-10,0.5363984889925061,0.5383141934448564,0.5383141934448564,0.5383141934448564,0.5301724204867155
2020-01-13,0.5368774180417831,0.5386733905580575,0.5386733905580575,0.5386733905580575,0.5411877703504653
2020-01-14,0.5326628533699188,0.5377288383279084,0.5377288383279084,0.5377288383279084,0.5301724204867155
2020-01-15,0.5333333576928315,0.5371168779990159,0.5371168779990159,0.5371168779990159,0.5316092350389824
2020-01-16,0.531992358181818,0.5352011709367193,0.5361807931396699,0.5361807931396699,0.5268199445462113
2020-01-17,0.5324712872310952,0.5344348881118006,0.5358796491891226,0.5358796491891226,0.5325670657331011
2020-01-20,0.5326628533699188,0.534770135705851,0.5363616454856965,0.5363616454856965,0.542145601044584
2020-01-21,0.5346743480690332,0.5336686007194761,0.5366379489497387,0.5366379489497387,0.5402298939822874
2020-01-22,0.5382184084179849,0.5357758830554081,0.5374840548053389,0.5374840548053389,0.5493295367837405
2020-01-23,0.5363027013556882,0.5341475297687531,0.5362188894571757,0.5362188894571757,0.5172414092347284
2020-02-03,0.5228927427848004,0.5276820150079478,0.5320599708349102,0.5320599708349102,0.46551727287866146
2020-02-04,0.5051724410400422,0.5189176472049806,0.5276979775841258,0.5276979775841258,0.453544092320793
2020-02-05,0.4912835534198772,0.5129789507444552,0.5247025817050383,0.5247025817050383,0.4707854558814623
2020-02-06,0.4811302922874875,0.5096743503527362,0.523395614175876,0.523395614175876,0.49856323112179235
2020-02-07,0.4775862319385359,0.5069444666471121,0.5210728187919157,0.5222587329051186,0.4995211074899702
2020-02-10,0.48611113064945866,0.5045019367171295,0.5194684124144651,0.5216170526109439,0.5081417664332752
2020-02-11,0.4947318169971992,0.4999521290186207,0.5173611323622358,0.520531420934794,0.49664752405949575
2020-02-12,0.5032567248429337,0.49727013913140544,0.5154693699254408,0.5202346948587665,0.5134099951101352
2020-02-13,0.5033525124797515,0.4922414023836195,0.5140086427195139,0.5193869938366511,0.4990421693058813
2020-02-14,0.5060345023669668,0.49181036715275134,0.5129789484607523,0.5191386885708587,0.5129310569260463
2020-02-17,0.5111111375005675,0.4986111340750131,0.5131465745414804,0.519671512775689,0.533524942101279
2020-02-18,0.5167624801854512,0.5057471485913252,0.5123323978981529,0.5198583958009828,0.5249042374839148
2020-02-19,0.5178161167860115,0.5105364208144726,0.5117576857794639,0.519817698639326,0.518678178112936
2020-02-20,0.5301724387563392,0.5167624756180453,0.5132184129853907,0.5211845679899324,0.56082377915752
2020-02-21,0.5403256998887288,0.5231801011278479,0.51506228388748,0.5217752462372264,0.5636973625879945
2020-02-24,0.5477969619990914,0.5294540497498295,0.5169779932334795,0.5227969581929198,0.5708812526530919
2020-02-25,0.5581417892703049,0.5374521347278781,0.5187021318732493,0.5240581331507832,0.5766283738399817
2020-02-26,0.5684866165415182,0.5431513666637648,0.5202107528975851,0.5246967021715487,0.570402314469003
2020-02-27,0.5700191821913555,0.5500958104738474,0.5211686064287334,0.5260376986376251,0.5684866074067064
2020-02-28,0.5604406377450608,0.5503831688168948,0.5210967679848231,0.5254470219127998,0.5158046403565207
2020-03-02,0.5543103660108998,0.5510536640049957,0.5248323990400043,0.5257822710293188,0.5402298939822874
2020-03-03,0.5485632356891983,0.5533525124797515,0.5295498305355384,0.5260057694253524,0.5478927222314738
2020-03-04,0.5488505894648398,0.558668603003179,0.5346025119088258,0.527394658187369,0.5718390833472107
2020-03-05,0.5599616995609719,0.5649904408761637,0.5408764582471045,0.5304757556156484,0.6240421578873665
2020-03-06,0.574329516230414,0.5673850769877373,0.5452825890577926,0.532503214920899,0.5876437237037314
2020-03-09,0.5817049998387706,0.5680076829248353,0.5487308663373324,0.5339878897972647,0.5771073120240706
2020-03-10,0.5928161190697144,0.5706896773794563,0.5540709060536673,0.5360313137086516,0.603448318386193
2020-03-11,0.5945402599931873,0.5716954247290135,0.5574233956963892,0.537372310174728,0.5804597879645749
2020-03-12,0.5864942811967299,0.5732279903788507,0.5616619004263491,0.5385217344121058,0.5838122639050791
2020-03-13,0.5859195645106349,0.5801245403705244,0.5652538545937096,0.5407726921133902,0.5847701402732569
2020-03-16,0.5760536662886986,0.5788793330637346,0.5649664985343652,0.5428480437145811,0.5277778209143892
2020-03-17,0.5613027082067972,0.5770594136382559,0.5652059630590036,0.5453863582364442,0.5296935279766858
2020-03-18,0.5464559624880779,0.5704981112406327,0.5645833571219058,0.5465677116860947,0.5062260593709786
2020-03-19,0.5331417915540078,0.5598180363753688,0.5624042386257662,0.5471903176231926,0.5172414092347284
2020-03-20,0.5199233991219436,0.5529214818162893,0.5601532794020133,0.5478288866439581,0.518678178112936
2020-03-23,0.5120689864643099,0.5440613263765043,0.5560345046506697,0.5471743530170563,0.4885057576262205
2020-03-24,0.5058429270933312,0.5335728176500641,0.5521312475147603,0.5472382099191329,0.49856323112179235
2020-03-25,0.5068007851918853,0.5266283738399816,0.5491618992844975,0.54715838841092,0.5110153498637497
2020-03-26,0.5030651495692982,0.518103470561653,0.5456657304702519,0.5471424238047837,0.49856323112179235
2020-03-27,0.4996168768571644,0.509770137989554,0.5449473391800392,0.5467592823923244,0.5014368145522667
2020-03-30,0.5007663010945422,0.5064176437794261,0.5426484884215803,0.5454502136160521,0.49425287881311025
2020-03-31,0.4990421601710695,0.5024425436322003,0.539750978635228,0.5442848232500692,0.48994252650442816
2020-04-01,0.4943486755847399,0.5005747303883127,0.5355364208144726,0.5432471482107081,0.48754792693210175
2020-04-02,0.49425288794792205,0.4986590187586101,0.5292385275669894,0.5411558320033808,0.4980842929377034
2020-04-03,0.4914751104238891,0.49554599364052676,0.524233737728408,0.5386175174815178,0.48754792693210175
2020-04-07,0.49310346371054414,0.4969348824025432,0.5204981043895237,0.5363346305679608,0.5023946452463856
