date,5-day,10-day,20-day,30-day,Close
2023-10-11,0.4662033063317281,0.4673327583337216,0.4717245935027386,0.4733999465876091,0.4627280541059964
2023-10-12,0.46722850209264816,0.4662554361093879,0.4715160793634685,0.47304373472588235,0.4615986253037258
2023-10-13,0.46736751483307437,0.46536056313549423,0.47141182146527194,0.47268752286415566,0.4604691633589938
2023-10-16,0.4625021816025269,0.4633623013913139,0.47077759075118514,0.47247321707974216,0.4556907164054588
2023-10-17,0.4626933141778744,0.4638835859109275,0.4699348442407052,0.47276282032713773,0.47298001171519727
2023-10-18,0.4668462303134608,0.46652476832259443,0.46973936337441163,0.47291051860196875,0.48349263478392807
2023-10-19,0.4698001847625943,0.4685143434276212,0.46892702672946146,0.47256299558889303,0.47636839754939336
2023-10-20,0.47230235443383495,0.46983493463345466,0.4687619524144515,0.472539826798822,0.47298001171519727
2023-10-23,0.47332755019475503,0.46791486589864095,0.46826673112654477,0.4717984431925285,0.46081669521005925
2023-10-24,0.47249349363767484,0.4675934039077746,0.46793658249652487,0.47099913761105733,0.4688097289297961
2023-10-25,0.4694005264481151,0.46812337838078794,0.46772806835725483,0.4705241884620884,0.46802779883612955
2023-10-26,0.46768028024204866,0.46874023250232144,0.4674978343058547,0.47059079707641954,0.4677671665190612
2023-10-27,0.46980017813410196,0.4710512662839685,0.4682059147097314,0.47129163640483746,0.48357950117546367
2023-10-30,0.46966116539367575,0.4714943577942154,0.46742832959276465,0.47101651309886194,0.4601216315079283
2023-10-31,0.46783666626078196,0.47016507994922835,0.46702433293007795,0.4700115894768796,0.45968723326532723
2023-11-01,0.4660816734981013,0.4677410999731082,0.4671329341478513,0.46907327557397716,0.4592528350227261
2023-11-02,0.46429192755031407,0.4659861038961814,0.4672502236619013,0.4679467191183681,0.458818436780125
2023-11-03,0.46191139071270015,0.4658557844234011,0.4678453595284279,0.46779322975076804,0.471676816987394
2023-11-06,0.4623805487689001,0.46602085708128793,0.46696786148996444,0.46751810644479247,0.46246742178892797
2023-11-07,0.4611989669892466,0.4645178166250143,0.46605561026639447,0.46679699387268797,0.4537793243670602
2023-11-08,0.46220678284336736,0.4641442281707343,0.46613380327576115,0.466533454961748,0.4642919142933295
2023-11-09,0.462797573733194,0.46354475064175404,0.4661424915720378,0.46618013975115447,0.46177239122925856
2023-11-10,0.4612858400092746,0.46159861536098734,0.46632494082247794,0.4660034815934833,0.46411814836779675
2023-11-13,0.46000000530279384,0.461190277035847,0.4663423174150312,0.4653489787404588,0.4560382482565242
2023-11-14,0.46045179008068665,0.46082537853496663,0.4654952292420975,0.4649580147983742,0.4560382482565242
2023-11-15,0.4592528350227261,0.4607298089330467,0.46423545445307746,0.46499855907624976,0.4582971390035268
2023-11-16,0.45749783563155316,0.46014770468237354,0.4630669042892775,0.46488271733539205,0.45299739427339364
2023-11-17,0.45367507806872515,0.45748045903899986,0.4616681217312005,0.46439039269861854,0.4450043605536568
2023-11-20,0.4497480543220852,0.4548740298124395,0.4604474434468637,0.4629365842641228,0.43640312952332455
2023-11-21,0.4459079102239655,0.45317985015232604,0.4588488333886702,0.46176369022837166,0.43683752776592566
2023-11-22,0.439287577602245,0.44927020631248554,0.45670721724160995,0.46051260428800256,0.42519547589492435
2023-11-23,0.4348914024278974,0.4461946190297253,0.45486968483573964,0.45949320072460026,0.4310165184016557
2023-11-24,0.4317810619600306,0.44272807001437786,0.4521633426876826,0.4584593172197779,0.4294526582143226
2023-11-27,0.4306516132722832,0.44019983379718414,0.4506950554165156,0.4576281562090822,0.43075588608458737
2023-11-28,0.43235447957155015,0.43913119489775787,0.44997828671636225,0.45670721779398427,0.44535185926226073
2023-11-29,0.4340573458708172,0.43667246173653107,0.4487011353347889,0.45504779021422864,0.4337098073912594
2023-11-30,0.4353953136692039,0.43514335804855064,0.4476455313654621,0.45375905554236856,0.4377063573935893
2023-12-01,0.43558645287304376,0.4336837574165372,0.4455821082277685,0.4523400002929793,0.4304083542335219
2023-12-04,0.43461338357553736,0.4326324984239102,0.44375326411817484,0.45117579510587924,0.4258905395970553
2023-12-05,0.4302519615862963,0.43130322057892323,0.44224153536562466,0.44966696245208787,0.42354474931605557
2023-12-06,0.42776717182185503,0.4309122588463361,0.44009123257941085,0.44810889777651863,0.42128585856905304
2023-12-07,0.42601217243068207,0.43070374304994297,0.43844918103983416,0.44681437090714077,0.4289313604377244
2023-12-08,0.42512598278169583,0.4303562178273698,0.4365421439208738,0.4448943010675783,0.4259774059885909
2023-12-11,0.42719374758184314,0.43090356557869025,0.4355516996879372,0.4440978921372405,0.43622936359779185
2023-12-12,0.435204174465364,0.43272806802583014,0.435929631461794,0.4442282138195182,0.46359688373366004
2023-12-13,0.4433014809974052,0.43553432640963013,0.4361033940730806,0.4443121990264026,0.46177239122925856
2023-12-14,0.45228497717843247,0.4391485748045572,0.4371459664265539,0.44481321251182715,0.4738488413428609
2023-12-15,0.46243267523231374,0.4437793290070048,0.43873154321177094,0.4449811818208473,0.4767158962579974
2023-12-18,0.4703562224673144,0.44877498502457874,0.44070374172424454,0.4454271710869762,0.47584709977279516
2023-12-19,0.4728757720453546,0.4540399732553593,0.4426715969171413,0.44617434799553624,0.4761946316238606
2023-12-20,0.4759513526996225,0.45962641684851385,0.44526933784742495,0.4466029606691118,0.4771502945005984
2023-12-21,0.4769765484605426,0.4646307628194875,0.44766725293471527,0.44717637496638524,0.4789748201474614
2023-12-22,0.4736576955105288,0.46804518537142126,0.4492007015993955,0.44704315773772296,0.4601216315079283
2023-12-25,0.4732232906394354,0.4717897565533749,0.4513466610660326,0.44763105197641645,0.47367507541732823
2023-12-26,0.4725803666577027,0.4727280693515286,0.4527280686886794,0.4481957774250389,0.47298001171519727
2023-12-27,0.4714509179699553,0.4737011353347889,0.4546177308722095,0.44863597449365006,0.47150305106186124
2023-12-28,0.47127715204442255,0.47412685025248263,0.4566377125285199,0.4494729277018635,0.47810599051979774
2023-12-29,0.475655953940463,0.4746568247254959,0.4592180768662503,0.4507066370496793,0.48201564098813054
2024-01-02,0.47833188953723643,0.4757775900883359,0.46227628755645733,0.452395024512275,0.4870547534011954
2024-01-03,0.4790095667040757,0.4757949666808892,0.4649174699681242,0.4537127201717239,0.47636839754939336
2024-01-04,0.47994788281647555,0.4756994003932154,0.4676629086208646,0.4554126920293551,0.4761946316238606
2024-01-05,0.47909645298108816,0.47518680251275536,0.46990878266612146,0.4568404361273953,0.4738488413428609
2024-01-08,0.47746309305203427,0.47655952349624864,0.47230235443383495,0.4583203088983466,0.4738488413428609
2024-01-09,0.47730670703330097,0.4778192982852687,0.4748045274193218,0.4601708734724446,0.48627282330752886
2024-01-10,0.47767160553418125,0.47834058611912844,0.47553432773532855,0.4612655744988291,0.47819289005379484
2024-01-11,0.4781060104052746,0.47902694661087514,0.476364040972832,0.46275413611843136,0.4783666559793276
2024-01-12,0.48217204026384847,0.48063424662246834,0.47738054843747546,0.46463655722650277,0.49417899063573006
2024-01-15,0.4841876786005821,0.4808253858263082,0.4777411052759021,0.4664205131862696,0.4839270330265292
2024-01-16,0.4828670840805025,0.48008689555690176,0.47793224282261887,0.46821315688993886,0.47966985070713086
